title,best_persona_match,match_score,all_scores,type,land_area,building_area,bedrooms,bathrooms,floors,SCHOOL,HOSPITAL,TRANSPORT,MARKET,MALL
Rumah cantik 2 lantai lokasi dekat tol setu dan stasiun Lrt ciracas,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.4}",Rumah,50.0,56.0,3,2,1.0,1,1,1,1,1
HUNIAN MEWAH 2 LANTAI ALA EROPA CLASSIC AKSES PREMIUM,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,52.0,72.0,3,2,5.0,0,0,1,0,0
Rumah Seken Terawat 5 Menit ke Pintu Tol Brigif 1 Dibantu KPR J-19343,Pasangan Bekerja tanpa Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,102.0,72.0,2,3,2.0,1,1,1,1,1
Rumah siap huni di Jagakarsa Jakarta dekat pintu tol cilandak,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,89.0,200.0,3,3,3.0,0,0,1,0,0
Rumah siap huni harga murah  dekat pintu tol Cilandak,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,71.0,230.0,5,4,3.0,0,1,1,0,0
"Dijual Rumah Siap Huni di Mahogany Residence, Cibubur",Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,214.0,350.0,6,6,1.0,0,0,0,0,0
Rumah mewah termurah di depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah 1 lantai setengah termurah di depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah mewah di Depok boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,40.0,3.0,2,1,1.0,1,1,1,1,1
Rumah mewah termurah terlaris di depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Dijual Rumah Cantik Sekitar Furnish di Bukit Golf Riverside Cibubur,Pasangan Bekerja tanpa Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,128.0,115.0,2,3,3.0,0,1,0,0,0
Rumah  American Classic Jagakarsa Jakarta Selatan,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,103.0,250.0,4,4,1.0,0,1,1,0,0
Rumah Siap Huni di Cibubur 10 Mnt ke Mall Ciputra Hadap Timur J-17390,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,90.0,45.0,3,2,2.0,1,1,1,1,1
Dijual Rumah Kalisari,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,122.0,75.0,3,3,1.0,0,0,1,1,0
Rumah Baru  Cluster Srengseng Jagakarsa Jakarta Selatan,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.2}",Rumah,60.0,70.0,3,2,2.0,0,1,1,1,0
PROMO NII  RUMAH MEWAH MODERN CUMA 800JUTAAN  AKSES PREMIUM,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,52.0,72.0,3,2,5.0,0,0,1,0,0
Jual Ruko ex Restoran Murah Strategis  di Lenteng Agung,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,150.0,283.0,2,2,5.0,0,0,0,0,0
Jual Cepat rumah baru dijagakarsa jaksel,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,70.0,110.0,3,2,1.0,0,0,0,0,0
Rumah di depok akses mudah dekat stasiun,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah mewah bebas bnajir,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Di Jual Rumah petakan 2 pintu di Jalan pekapuran sukatani depok,Individu Lajang,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.6}",Rumah,76.0,45.0,1,1,1.0,0,0,0,0,0
Boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
DIJUAL RUMAH MINIMALIS 2 LANTAI CEPAT HUNI DEKAT TOL KPR DP 0%,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.2}",Rumah,62.0,56.0,3,2,2.0,1,1,1,1,1
Boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Dijual Rumah Hook di Villa Mutiara Cibubur, Harjamukti, Depok",Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,300.0,200.0,6,5,2.0,0,1,0,0,1
Boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Dijual Cepat Rumah Mewah Tanah Luas 584m2 di Cibubur,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,584.0,520.0,6,4,2.0,0,0,1,0,1
LRT City Ciracas Tipe 2 BR-2,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.0, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Apartemen,0.0,61.0,2,1,1.0,1,1,1,0,0
FASILITAS LENGKAP  RUMAH MEWAH MODERN AKSES PREMIUM BEBAS BANJIR,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,52.0,72.0,3,2,5.0,0,0,1,0,0
Boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Rumah murah Depok, akses 5 menit ke stasiun",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Dijual rumah murah bebas banjir di Depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Di Jual Rumah Semi di Bukit Golf Riverside Cimanggis Cibubur,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,112.0,200.0,4,3,2.0,0,1,0,0,0
"Dijual Rumah di Boulevard Arcadia Mediterania, Cimanggis, Depok",Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,300.0,200.0,4,4,2.0,0,0,0,0,0
Rumah Cluster Cipayung Jakarta Timur,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,60.0,45.0,2,1,1.0,1,1,1,0,0
Cluster Margata Tipe Tiffany Badan – Cimanggis Golf Estate,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,117.0,128.0,3,3,2.0,0,1,1,1,0
Dekat dengan Kota Wisata Cibubur.,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,165.0,165.0,4,3,2.0,0,0,0,0,0
Rumah Seken 1 Lantai 25 Mnt ke Mall Ciputra CibuburHarga Nego  J-11600,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,112.0,65.0,2,1,1.0,1,1,1,1,1
RUMAH INDENT DEKAT MALL CIJANTUNG PASAR REBO,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,104.0,150.0,4,4,1.0,1,1,1,1,0
Rumah 2 Lantai Paling Mewah Di Cibubur,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,61.0,84.0,3,2,2.0,0,0,1,0,0
Rumah cluster bebas banjir di depok,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah Cluster Oasis Mansion Ciracas Jakarta Timur,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,60.0,83.0,3,2,1.0,1,1,0,0,0
"Dijual rumah konsep mezzanine, diskon 15 Juta",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah Siap Huni Dijual Cepat Dalam Cluster Termurah Di Ciracas,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,84.0,115.0,4,3,2.0,1,1,1,0,0
Rumah Paling Worth It Cicilan Irit Dp 0% Free Biaya All in Dekat LRT,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,70.0,72.0,3,2,2.0,0,1,1,1,0
DIJUAL RUMAH SIAP HUNI DI CIBUBUR,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.2}",Rumah,70.0,65.0,3,2,1.0,1,1,1,0,1
"dijual rumah seken, 2 lantai siap huni masuk mobil",Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,100.0,160.0,4,4,2.0,0,0,0,0,0
"Hunian Mewah Gaya Eropa di Cibubur – TANPA DP, Dekat Tol & LRT",Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,65.0,72.0,3,2,2.0,0,1,1,1,0
Rumah LB 270 Siap Huni 10 Menit ke Cibubur Junction Free Renov J-24473,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,160.0,270.0,4,4,2.0,1,1,1,1,1
Rumah Seken Terawat Dekat Cibubur 15 Mnt ke Mall SHM Siap Huni J-17720,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,245.0,170.0,4,4,2.0,1,1,1,1,1
Hunian Idaman DP 0% Free Biaya2 Fasilitas Lengkap dekat Tol,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,62.0,73.0,3,2,2.0,0,1,1,1,0
Tidak Bisa Yura  Rumah ini terlalu sempurna di Cibubur,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,63.0,72.0,3,2,2.0,0,1,1,1,0
Rumah Jagakarsa Dekat Sekolah Citra Alam,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,106.0,160.0,4,3,2.0,1,1,1,0,0
MEWAH MURAH AKSES MUDAH 2 JT ALL IN STARTEGIS PINGGIR JALAN,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,62.0,72.0,3,2,2.0,0,1,1,1,0
GAK BISA YURA  RUMAH SEMEWAH INI CUMAN 700 JUTAAN AJA  SUPER STRATEGIS,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,73.0,75.0,3,2,2.0,1,0,1,1,1
Dijual rapih siap huni rumah dikranggan jatisampurna bekasi,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,150.0,250.0,4,3,1.0,0,0,0,0,0
Hunian Idaman DP 0% Free Biaya2 Fasilitas Lengkap dekat Tol,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,65.0,72.0,3,2,2.0,0,1,1,1,0
Rumah Secondary Dijual Cepat Siap Huni Di Jagakarsa,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.0}",Rumah,68.0,90.0,3,3,2.0,0,1,1,0,0
BU DIJUAL RUMAH PRIBADI DAN 2 RUKO OMSET 60 JUTA PERTAHUN,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,265.0,530.0,5,5,2.0,0,0,1,0,0
Rumah cluster bebas banjir di depok,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah Mewah 2 Lantai dekat LRT Harjamukti,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,51.0,100.0,3,2,2.0,1,1,1,0,1
Rumah Hook Siap Huni 15 Mnt ke Mitra Keluarga Cibubur Bisa KPR J-21638,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,134.0,44.0,2,1,1.0,1,1,1,1,1
Rumah Seken Terawat 15 Menit ke Stasiun Pondok Cina Siap Nego J-21308,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,84.0,42.0,2,1,1.0,1,1,1,1,1
Rumah Kontrakan 8 Pintu  (Dalam kondisi full terisi),Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,230.0,440.0,10,8,2.0,1,0,1,0,1
Dijual cepat rumah jagakarsa bagus asri,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,132.0,70.0,3,2,1.0,0,1,0,0,0
Di Jual Cepat Rumah Tinggal,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,40.0,2,1,1.0,1,1,1,1,0
Dijual Cepat Rumah Baru 2 Lantai di Kampung Dukuh Kramat Jati JAKTIM,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,84.0,120.0,3,2,2.0,1,1,1,1,1
di jual rumah di Jagakarsa Jakarta Selatan,Pasangan Bekerja tanpa Anak,1.0,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 1.0, 'Individu Lajang': 0.4}",Rumah,62.0,62.0,2,2,1.0,0,0,0,0,0
"RUMAH CITRA GRAN , 2 LANTAI,  DIJUAL CEPAT",Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,120.0,150.0,4,2,2.0,0,0,0,0,0
Dijual Rumah 2 Lantai The Address Cibubur,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,90.0,120.0,3,3,2.0,0,0,0,0,0
Dijual Rumah minimalis istimewa komplek Deppen Sukatani Depok,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,84.0,120.0,3,2,2.0,0,1,1,1,0
Rumah Strategis 15 Mnt ke AEON Mall Tanjung Barat Harga Nego J-11813,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,166.0,200.0,4,4,2.0,1,1,1,1,1
Rumah LT 128 Strategis 10 Mnt ke Eka Hospital Cibubur Siap Huni J-7252,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,128.0,120.0,3,2,2.0,1,1,1,1,1
dijual rumah baru klasik modern pls roof top Jagakarsa Jaksel,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.0}",Rumah,70.0,140.0,3,3,1.0,0,1,1,0,0
Dijual Rumah Murah Hoek Raffless Hills Cibubur,Pasangan Bekerja dengan Anak,1.0,"{'Pasangan Bekerja dengan Anak': 1.0, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,225.0,225.0,3,2,2.0,0,0,0,0,0
Rumah 2Lt Murah Masuk Mobil Di Srengseng Sawah Jagakarsa Jaksel,Pasangan Bekerja tanpa Anak,1.0,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 1.0, 'Individu Lajang': 0.6}",Rumah,30.0,55.0,2,2,1.0,0,1,0,0,0
Rumah 2Lt Unit Readystock Di Jagakarsa Jaksel Dkt Jalan Moh Kahfi 2,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,40.0,95.0,3,2,1.0,0,1,0,0,0
FOR SALE RUMAH GRAND CIBUBUR COUNTRY  CLUSTER ROYAL WOOD,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,96.0,105.0,3,3,2.0,0,0,0,0,0
Dijual Rumah Hoek The Address Cibubur,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,180.0,174.0,3,2,1.0,0,0,0,0,0
Rumah murah di depok dekat stasiun dan tol,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Cuma 165 jt , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah murah dekat stasiun depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah mewah di Depok bebas banjir,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Cukup Booking 3 juta Dapat Diskon 15 juta Khusus Minggu ini,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
DIKONTRAKAN RUMAH FILM RESIDENCE DEKAT RAGUNAN JAGAKARSA,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,90.0,75.0,4,3,2.0,1,1,1,0,0
Rumah 3 KT Baru Renov di Depok Dekat Mall dan Stasiun Bisa KPR J-21608,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,72.0,50.0,2,2,1.0,1,1,1,1,1
Dijual rumah murah bebas banjir di Depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah Siap Huni 18 Menit ke Stasiun Cibinong Bebas Biaya Biaya J-23753,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,132.0,132.0,3,2,2.0,1,1,1,1,1
Cukup Booking 3 juta Dapat Diskon 15 juta Khusus Minggu ini,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Dijual Kotrakan 5 Unit, di Area Jl. Radar Auri, Depok",Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,150.0,120.0,5,5,1.0,0,0,1,0,0
Rumah dijual murah diskon 15 Juta,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Cukup Booking 3 juta Dapat Diskon 15 juta Khusus Minggu ini,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
