title,best_persona_match,match_score,type,land_area,building_area,bedrooms,bathrooms,floors,address_city,SCHOOL,HOSPITAL,TRANSPORT,MARKET,MALL
Dijual Cepat Rumah Strategis Minimalis Cluster Tesla Gading Serpong,Pasangan Bekerja dengan Anak,0.6,Rumah,77.0,73.0,3.0,2.0,1.0,Tangerang Kota,0,0,0,0,0
Sektor 7A - Gading Serpong,Pasangan Bekerja dengan Anak,0.2,Rumah,101.5,125.0,4.0,4.0,1.0,Tangerang Kota,0,0,0,0,1
Dijual Rumah Murah lebar 6 di Virginia Village Gading Serpong,Pasangan Bekerja tanpa Anak,1.0,Rumah,48.0,57.0,2.0,2.0,2.0,Tangerang Kota,0,0,0,0,0
NEW LAUNCHING RUMAH 4 KAMAR TIDUR GADING SERPONG,Pasangan Bekerja dengan Anak,0.2,Rumah,152.0,199.0,4.0,4.0,1.0,Tangerang Kota,0,0,0,0,0
Leonora Cluster Pertama Summarecon Serpong konsep REAL ATTIC HOMEVIRAL,Pasangan Bekerja dengan Anak,0.6,Rumah,84.0,144.0,3.0,2.0,2.0,Tangerang Kota,1,1,1,1,1
Apartement Atria Tipe Studio Gading Serpong Full Furnished,Individu Lajang,0.8,Apartemen,0.0,24.0,1.0,1.0,1.0,Tangerang Kota,0,0,0,0,0
Park Serpong Tipe X1 / X2 Rumah murah di kawasan strategis,Pasangan Bekerja tanpa Anak,0.6,Rumah,64.0,58.0,3.0,3.0,2.0,Tangerang Kab.,1,1,1,1,1
Dijual Rumah Murah Cluster Chrysocolla Gading Serpong,Pasangan Bekerja dengan Anak,0.6,Rumah,258.0,255.0,5.0,3.0,1.0,Tangerang Kota,0,0,0,0,0
DIJUAL CEPAT RUMAH CLUSTER DUTA BINTARO MURAH 2 LANTAI,Individu Lajang,0.4,Rumah,84.0,120.0,1.0,1.0,2.0,Tangerang Kab.,0,0,0,0,0
Belova Classic at Terravia bsd city rumah 2lt 1man diminati termurah!,Pasangan Bekerja dengan Anak,0.6,Rumah,66.0,96.0,3.0,2.0,2.0,Tangerang Kota,1,0,0,0,0
Dijual Apartment M Town Signature 3 BR Murah,Pasangan Bekerja dengan Anak,0.4,Apartemen,0.0,92.0,3.0,2.0,1.0,Tangerang Kota,1,0,0,0,0
LEONORA symphonia dekat strozzi & ruko melody hanya 5 menit ke tol,Pasangan Bekerja dengan Anak,0.6,Rumah,72.0,85.0,3.0,2.0,2.0,Tangerang Kota,1,1,1,1,1
"Free ppn STROZZI by summarecon serpong 2,7m 3 lantai paling murah bngt",Pasangan Bekerja dengan Anak,0.4,Rumah,84.0,144.0,3.0,3.0,3.0,Tangerang Kota,0,0,0,1,0
(sg) Dijual Rumah Nyaman di Perumahan Premium,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,27.0,2.0,1.0,1.0,Tangerang Kota,0,0,1,0,0
Rumah Mewah Brand New Sangat Nyaman Cluster Granada Alicante,Pasangan Bekerja dengan Anak,0.6,Rumah,400.0,210.0,4.0,3.0,2.0,Tangerang Kota,0,0,0,0,0
DIJUAL RUMAH CLUSTER MAXWELL GADING SERPONG,Pasangan Bekerja dengan Anak,0.2,Rumah,162.0,193.0,5.0,4.0,2.0,Tangerang Kota,0,0,0,0,0
Dijual Cepat Condovilla Furnished Rainbow Springs 2Br Gading Serpong,Pasangan Bekerja tanpa Anak,0.6,Apartemen,0.0,84.0,2.0,2.0,1.0,Tangerang Kota,0,1,0,0,0
DI JUAL RUGI Apart MTOWN SIGNATURE 1BR FF Gading Serpong,Individu Lajang,0.8,Apartemen,0.0,41.0,1.0,1.0,1.0,Tangerang Kota,1,1,1,0,1
SP(rumah cantik di kawasan BSD),Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,31.0,2.0,1.0,1.0,Tangerang Kota,1,0,0,0,0
rumah murah di pascal  gading serpong kabupaten tangerang,Pasangan Bekerja dengan Anak,1.0,Rumah,298.0,250.0,3.0,2.0,1.0,Tangerang Kota,0,0,0,0,0
DIJUAL RUMAH CLUSTER MAGNOLIA PARAMOUNT GADING SERPONG,Pasangan Bekerja dengan Anak,0.2,Rumah,119.0,100.0,4.0,3.0,2.0,Tangerang Kota,0,0,0,0,0
Dijual rumah modern 3 kamar cluster Terravia Adora Belova BSD Serpong,Pasangan Bekerja dengan Anak,0.6,Rumah,66.0,93.0,3.0,2.0,1.0,Tangerang Kota,1,0,0,0,0
Rumah dijual murah di Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Tangerang Selatan Kota,1,1,1,1,1
[Rumahdiserpong] Lokasi Strategis Dekat BSD,Pasangan Bekerja dengan Anak,0.4,Rumah,120.0,123.0,3.0,3.0,1.0,Tangerang Selatan Kota,1,0,1,0,0
Cukup Booking 3 juta Dapat Diskon 15 juta Khusus Minggu ini,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Tangerang Selatan Kota,1,1,1,1,1
"[RUMAHISTIMEWA] RUMAH DEKAT TOL BSD, TOL BOR, TOL PAMULANG",Pasangan Bekerja dengan Anak,0.4,Rumah,60.0,80.0,3.0,3.0,1.0,Tangerang Selatan Kota,0,0,0,0,0
"[Dijualcepat] 3 gate tol road (tol bsd, tol bor, tol pamulang)",Pasangan Bekerja tanpa Anak,0.8,Rumah,55.0,60.0,3.0,2.0,1.0,Tangerang Selatan Kota,1,1,1,0,0
Maleo cluster puri jaya pasar Kemis Tangerang,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,31.0,2.0,1.0,1.0,Tangerang Kota,0,0,0,1,0
DI JUAL Rumah di Depan Mall  Cluster alexandrite Gading Serpong,Pasangan Bekerja dengan Anak,0.4,Rumah,153.0,180.0,3.0,3.0,2.0,Tangerang Kota,0,0,0,0,1
Jual Rumah Strategis,Pasangan Bekerja dengan Anak,0.4,Rumah,153.0,114.0,4.0,2.0,2.0,Tangerang Kab.,1,1,0,1,1
Dijual Rumah 2 Lantai 7 x 9 Samara Village Paramount Gading Serpong,Pasangan Bekerja dengan Anak,0.6,Rumah,63.0,76.0,3.0,2.0,2.0,Tangerang Kota,0,0,0,0,0
Jual murah apartemen the habitat Karawaci,Individu Lajang,1.0,Apartemen,30.0,30.0,1.0,1.0,1.0,Tangerang Kab.,0,0,0,1,1
RUMAH MEWAH TERMURAH DEKAT UNIV.UMN GADING SERPONG,Pasangan Bekerja dengan Anak,0.2,Rumah,142.0,134.0,5.0,5.0,1.0,Tangerang Kab.,1,1,1,1,1
Dijual Rumah Cluster Malibu Rapi sudah renov siap huni,Pasangan Bekerja tanpa Anak,1.0,Rumah,68.0,56.0,2.0,2.0,2.0,Tangerang Kota,1,0,0,0,1
Dijual cepat Rumah Cluster Garnet Hook Gading Serpong Ira,Pasangan Bekerja dengan Anak,0.4,Rumah,270.0,165.0,4.0,4.0,2.0,Tangerang Kota,0,0,0,0,0
WTS Nara Village 7x15 Paramount Gading Serpong,Pasangan Bekerja dengan Anak,0.2,Rumah,105.0,124.0,4.0,3.0,1.0,Tangerang Kota,0,0,0,0,0
RUMAH MURAH VIRAL PARK SERPONG TAHAP 3 - NUP SEGERA,Pasangan Bekerja dengan Anak,0.2,Rumah,94.5,79.0,4.0,4.0,1.0,Tangerang Kab.,1,1,1,1,1
Dijual Rumah 2 Lantai 7 x 9 Samara Village Paramount Gading Serpong,Pasangan Bekerja dengan Anak,0.6,Rumah,63.0,76.0,3.0,2.0,2.0,Tangerang Kota,0,0,0,0,0
"RUMAH MURAH PARK SERPONG TAHAP 3, Fasilitas lengkap dekat Tol",Pasangan Bekerja tanpa Anak,0.6,Rumah,62.5,65.0,3.0,3.0,1.0,Tangerang Kab.,1,1,1,1,1
Dijual Apartemen 2BR Furnished di M Town Residences Gading Serpong,Individu Lajang,0.8,Apartemen,0.0,40.0,2.0,1.0,1.0,Tangerang Kota,0,0,0,0,0
RUMAH NEMPEL GRAHA RAYA PASAR SEGAR Pondok Jagung Pondok Kacang,Pasangan Bekerja tanpa Anak,0.8,Rumah,50.0,40.0,2.0,1.0,1.0,Tangerang Selatan Kota,0,0,0,1,0
Dijual Cepat Rumah New Brand 2 Lantai Granada Menaggio,Pasangan Bekerja dengan Anak,0.4,Rumah,136.0,140.0,3.0,3.0,2.0,Tangerang Kota,1,0,0,0,0
Rumah Rapi Semi Furnished Cluster Darwin Scientia Gading Serpong,Pasangan Bekerja tanpa Anak,0.6,Rumah,126.0,83.0,2.0,2.0,2.0,Tangerang Kota,0,0,0,0,0
GRAND PASADENA VILLAGE  GADING SERPONG TYPE 9x18,Pasangan Bekerja dengan Anak,0.4,Rumah,144.0,204.0,4.0,4.0,1.0,Tangerang Kota,1,0,0,1,0
Rumah di BSD City brandnew modern tropical posisi hook,Pasangan Bekerja dengan Anak,0.2,Rumah,102.0,130.0,4.0,3.0,1.0,Tangerang Kota,1,0,0,0,0
Rumah Minimalis Termurah dkt Univ. UMN Dan Tol Gading Serpong,Individu Lajang,0.8,Rumah,38.0,33.0,1.0,1.0,1.0,Tangerang Kab.,1,1,1,1,1
Rumah 2 Lantai Termurah Siap Huni Cluster Ruby PHG,Pasangan Bekerja dengan Anak,0.6,Rumah,153.0,153.0,3.0,2.0,2.0,Tangerang Kota,1,1,0,0,1
Dijual Cepat Rumah Mewah Murah Sutera Palma Alam Sutera,Pasangan Bekerja dengan Anak,0.6,Rumah,350.0,480.0,5.0,4.0,2.0,Tangerang Kota,0,0,0,0,0
Rumah siap huni ada kolam renang dan free PPN,Pasangan Bekerja tanpa Anak,0.6,Rumah,60.0,38.0,3.0,1.0,1.0,Tangerang Kota,1,1,1,1,1
Rumah Baru 2 Lantai Di Cluster Pasadena Gading Serpong,Pasangan Bekerja dengan Anak,0.6,Rumah,240.0,316.0,4.0,3.0,2.0,Tangerang Kota,1,0,0,0,0
Dijual Rumah Siap Huni Cluster Mozart Gading Serpong,Pasangan Bekerja dengan Anak,0.2,Rumah,158.0,197.0,4.0,3.0,2.0,Tangerang Kota,0,0,0,0,0
JUAL UNIT APART CANTIK plus isinya  di alam sutera Paddington heights,Pasangan Bekerja dengan Anak,0.2,Apartemen,0.0,95.0,3.0,3.0,1.0,Tangerang Selatan Kota,0,0,0,0,0
Rumah Graha Raya Siap Huni Dekat Alam sutera,Pasangan Bekerja tanpa Anak,0.6,Rumah,88.0,120.0,2.0,2.0,1.0,Tangerang Selatan Kota,1,1,1,1,0
"Dijual Murah, Cluster Trimezia lokasi sangat bagus",Pasangan Bekerja dengan Anak,0.4,Rumah,120.0,120.0,3.0,3.0,2.0,Tangerang Kota,0,0,0,0,0
Rumah 1 lantai di Legok Tangerang  dengan konsep islami,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,40.0,2.0,1.0,1.0,Tangerang Kab.,1,0,1,1,0
Dijual Rumah 2 Lantai Samara Village Paramount Gading Serpong,Pasangan Bekerja dengan Anak,0.6,Rumah,63.0,76.0,3.0,2.0,1.0,Tangerang Kota,0,0,0,0,0
Siap Huni Barang Langka Rumah  Cluster Maxwell Scientia,Pasangan Bekerja dengan Anak,0.2,Rumah,162.0,192.0,4.0,3.0,2.0,Tangerang Kota,0,0,0,0,0
Dijual/Disewakan Rumah Semi Furnished Cluster Darwin Gading Serpong,Pasangan Bekerja tanpa Anak,0.6,Rumah,126.0,83.0,2.0,2.0,2.0,Tangerang Kota,0,0,0,0,0
Jual Unit Apartemen Cantik Furnished di Paddington Alam Sutera,Pasangan Bekerja dengan Anak,0.2,Apartemen,0.0,95.0,3.0,3.0,1.0,Tangerang Selatan Kota,0,0,0,0,0
Dijual Rumah Baru Cluster Baroni Summarecon Serpong Siap Huni,Pasangan Bekerja dengan Anak,0.6,Rumah,72.0,84.0,3.0,2.0,2.0,Tangerang Kota,0,0,0,0,0
Djual rumah ukuran 80x10,Pasangan Bekerja tanpa Anak,0.4,Rumah,80.0,80.0,2.0,1.0,1.0,Tangerang Kab.,0,1,1,1,1
Rumah Cluster Darwin Gading Serpong Semi Furnished,Pasangan Bekerja tanpa Anak,0.6,Rumah,126.0,83.0,2.0,2.0,2.0,Tangerang Kota,0,0,0,0,0
Dijual Rumah sektor  6 Gading Serpong Tangerang NCY,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,45.0,2.0,1.0,1.0,Tangerang Kota,0,0,0,0,0
Rumah Dua Lantai Super Murah Ora Lumrah bs cicil  Di Graha raya,Pasangan Bekerja tanpa Anak,1.0,Rumah,40.0,60.0,2.0,2.0,60.0,Tangerang Selatan Kota,1,0,0,1,0
Rumah American Classic Dengan Pool di PHG Gading Serpong,Pasangan Bekerja dengan Anak,0.4,Rumah,562.45,744.0,5.0,5.0,1.0,Tangerang Kota,0,1,0,0,0
Dijual Rumah Siap Huni Di Graha Raya Tangerang Selatan (DN),Pasangan Bekerja tanpa Anak,0.8,Rumah,72.0,69.0,2.0,2.0,2.0,Tangerang Selatan Kota,0,0,0,0,0
Di jual cepat rumah huk di perum harkit karawaci tangerang,Pasangan Bekerja dengan Anak,0.4,Rumah,200.0,150.0,6.0,3.0,2.0,Tangerang Kab.,0,0,0,0,0
Rumah Hook Dijual Full Furnished View Danau di GadingSerpong,Pasangan Bekerja dengan Anak,0.6,Rumah,255.0,280.0,5.0,4.0,2.0,Tangerang Kota,0,0,0,0,0
Dijual Rumah Siap Huni Di Graha Raya Tangerang Selatan (DN),Pasangan Bekerja tanpa Anak,0.8,Rumah,72.0,69.0,2.0,2.0,2.0,Tangerang Selatan Kota,0,0,0,0,0
Rumah baru Ready stok diGriya permai dkt Gading serpong,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,36.0,2.0,1.0,1.0,Tangerang Kota,1,1,1,0,0
CLUSTER RUMAH 2 LANTAI DI BSD HANYA 600JT,Pasangan Bekerja tanpa Anak,0.8,Rumah,45.0,64.0,3.0,2.0,2.0,Tangerang Selatan Kota,1,1,1,0,1
"Rumah Murah di Gading Serpong Summarecon, Cicilan 3jtan",Pasangan Bekerja tanpa Anak,1.0,Rumah,46.8,51.0,2.0,2.0,1.0,Tangerang Kab.,0,1,1,0,1
"Apartemen M-Town Signature, Tower Galaxy di Gading Serpong",Pasangan Bekerja dengan Anak,0.4,Apartemen,0.0,93.0,3.0,2.0,1.0,Tangerang Kota,0,1,0,0,1
DIJUAL Studio Apartemen U Residence Tower 2 Furnished,Individu Lajang,1.0,Apartemen,36.0,36.0,1.0,1.0,1.0,Tangerang Kab.,0,0,0,0,1
"Apartement M Town Signature Bersih & Terawat, Twr Galaxy",Pasangan Bekerja dengan Anak,0.4,Apartemen,0.0,93.0,3.0,2.0,1.0,Tangerang Kota,0,1,0,0,1
Rumah rapi dijual di cluster Cemara Alam Sutera dekat akses tol,Pasangan Bekerja dengan Anak,0.6,Rumah,378.0,350.0,6.0,6.0,2.0,Tangerang Selatan Kota,1,0,0,0,1
Rumah di Cluster Malibu Village Colonial Gading Serpong,Pasangan Bekerja tanpa Anak,1.0,Rumah,56.0,68.0,2.0,2.0,2.0,Tangerang Kota,0,0,0,0,1
"Rumah Perumnas 3 Tangerang Nyaman, Bebas banjir, jalan 2 mobil",Pasangan Bekerja tanpa Anak,0.6,Rumah,96.0,130.0,2.0,2.0,2.0,Tangerang Kab.,0,1,0,1,0
RUMAH BARU 2 LANTAI MODERN CLASSIC LOKASI NYAMAN DAN STRATEGIS,Pasangan Bekerja dengan Anak,0.2,Rumah,100.0,132.0,5.0,4.0,2.0,Tangerang Selatan Kota,1,1,1,0,1
Dijual rumah siap huni di Cluster Bellano Gading Serpong Tangerang,Pasangan Bekerja dengan Anak,0.6,Rumah,250.0,286.0,6.0,6.0,1.0,Tangerang Kota,1,1,1,0,1
"Kak, Rumah siap huni dekat Stasiun Parung Panjang",Pasangan Bekerja tanpa Anak,0.8,Rumah,61.0,30.0,2.0,1.0,1.0,Tangerang Kota,0,1,1,0,0
RUMAH CLUSTER RUBY PHG GADING SERPONG,Pasangan Bekerja dengan Anak,0.2,Rumah,144.0,190.0,4.0,4.0,1.0,Tangerang Kota,0,0,0,0,0
"Rumah Bagus di Cluster Vivaldi Symphonia, Tangerang",Pasangan Bekerja dengan Anak,0.2,Rumah,127.0,148.0,5.0,4.0,2.0,Tangerang Kota,1,0,0,0,0
rumah Cantik bergaya American Classic Cluster Tiara - PHG,Pasangan Bekerja dengan Anak,0.4,Rumah,562.45,744.0,8.0,7.0,1.0,Tangerang Kota,0,1,0,0,0
Rainbow springs 2Br Dengan View Danau Gading Serpong Win,Individu Lajang,0.6,Apartemen,0.0,84.0,2.0,1.0,1.0,Tangerang Kota,0,0,0,0,0
Rumah mewah 3 lantai Serpong,Pasangan Bekerja dengan Anak,0.2,Rumah,112.0,128.0,5.0,4.0,1.0,Tangerang Kota,0,1,0,0,0
Rumah Hunian dan Kost,Pasangan Bekerja dengan Anak,0.2,Rumah,90.0,180.0,8.0,3.0,2.0,Tangerang Kab.,0,0,1,0,1
Di Jual Cepat Rumah Cluster Monaco Village,Pasangan Bekerja dengan Anak,0.2,Rumah,128.0,98.0,4.0,3.0,2.0,Tangerang Kota,0,0,0,0,0
DI JUAL RUMAH VILLA TAMAN CIBODAS TANGERANG,Pasangan Bekerja dengan Anak,0.6,Rumah,42.0,92.0,3.0,2.0,2.0,Tangerang Kota,0,1,1,0,0
Rumah menawan harga terjangkau selangkah ke pintu tol,Pasangan Bekerja tanpa Anak,0.6,Rumah,68.0,52.0,3.0,3.0,2.0,Tangerang Kota,1,0,0,1,0
"( Can ) Cluster Sutera Feronia Park, Alam sutra area.",Pasangan Bekerja dengan Anak,0.2,Rumah,119.0,180.0,4.0,5.0,2.0,Tangerang Selatan Kota,0,0,0,0,0
Cluster estetik harga paling murah bikin untung,Pasangan Bekerja tanpa Anak,0.8,Rumah,67.0,58.0,4.0,2.0,2.0,Tangerang Selatan Kota,1,0,0,1,0
Rumah Sultan Gaya American Classic Di Gading Serpong,Pasangan Bekerja dengan Anak,0.4,Rumah,562.45,744.0,5.0,5.0,2.0,Tangerang Kota,0,1,0,0,0
apartemen 2 jutaan siap huni di Tangerang,Individu Lajang,0.8,Apartemen,0.0,22.0,1.0,1.0,1.0,Tangerang Selatan Kota,1,1,1,1,1
Rumah Baru Belum Pernah Dihuni Di Komplek Elite Cluster Prestigia,Pasangan Bekerja dengan Anak,0.4,Rumah,120.0,142.0,3.0,3.0,2.0,Tangerang Kota,0,0,0,0,0
DIJUAL CEPAT 2 LANTAI KONDISI RAPI DAN SIAP HUNI DI GRAHA RAYA BINTARO,Pasangan Bekerja dengan Anak,0.4,Rumah,127.0,230.0,4.0,3.0,2.0,Tangerang Selatan Kota,1,1,1,1,0
"( CAN ) Cluster Sutera Winona utama, Dekat akses Tol dan Mal",Pasangan Bekerja dengan Anak,0.4,Rumah,126.0,231.0,6.0,5.0,3.0,Tangerang Selatan Kota,0,0,1,0,0
Rumah baru siap huni Gading serpong,Pasangan Bekerja dengan Anak,0.6,Rumah,90.0,132.0,3.0,2.0,2.0,Tangerang Kota,0,0,0,0,0
"Dkt pasar legok, Cicilan 2 jt dp0 grtis biaya",Pasangan Bekerja tanpa Anak,0.8,Rumah,61.0,31.0,2.0,1.0,1.0,Tangerang Kab.,1,0,1,0,0
"( Lal ) Apartement Saumata, Alam sutra area.. Lokasi Strategis",Individu Lajang,0.4,Apartemen,0.0,158.0,3.0,1.0,1.0,Tangerang Selatan Kota,0,0,0,0,0
Dijual Rumah 2Lt Akses Masuk Toll di Lippo Karawaci Cibodas. Agn Efb,Pasangan Bekerja tanpa Anak,0.6,Rumah,101.25,148.0,2.0,2.0,2.0,Tangerang Kota,1,1,1,0,1
Paramount Land - Fresco Cluster Arcadia Village Tipe L5,Pasangan Bekerja tanpa Anak,0.8,Rumah,53.0,53.0,2.0,1.0,2.0,Tangerang Kota,0,0,0,0,0
DIJUAL CEPAT 2 LANTAI KONDISI RAPI DAN SIAP HUNI DI GRAHA RAYA BINTARO,Pasangan Bekerja dengan Anak,0.4,Rumah,120.0,230.0,4.0,3.0,2.0,Tangerang Selatan Kota,1,1,1,1,0
Dijual Rumah 2Lt Akses Masuk Toll di Lippo Karawaci Cibodas. Agn Efb,Pasangan Bekerja tanpa Anak,0.6,Rumah,101.25,148.0,2.0,2.0,2.0,Tangerang Kota,1,1,1,0,1
Dijual rumah 2 Lantai harga 1 Lantai... Perumnas 1 Tangerang,Pasangan Bekerja dengan Anak,0.4,Rumah,93.0,160.0,4.0,2.0,2.0,Tangerang Kota,1,0,1,1,0
"JKTSC160, DIJUAL & DISEWAKAN,  Rumah Villa Melsti Mas, Serpong Bsd.",Pasangan Bekerja dengan Anak,0.2,Rumah,140.0,166.0,4.0,3.0,2.0,Tangerang Selatan Kota,1,1,0,0,0
PARK SERPONG PHASE 3 Tipe X6 Open NUP by Lippo Konsep Kota Mandiri,Pasangan Bekerja tanpa Anak,0.6,Rumah,63.0,65.0,3.0,3.0,1.0,Tangerang Selatan Kota,1,1,1,1,1
MURAH RUMAH KONDISI APA ADANYA DI CLUSTER MONACO VILLAGE,Pasangan Bekerja dengan Anak,0.6,Rumah,96.0,65.0,3.0,2.0,2.0,Tangerang Kota,1,0,0,0,1
Rumah Siap Huni lokasi strategis di Cluster Magnolia Gading Serpong,Pasangan Bekerja dengan Anak,0.6,Rumah,119.0,100.0,3.0,2.0,2.0,Tangerang Kota,0,0,0,0,0
"Rumah Lux American Clasic Modern, Fully Furnished Lengkong Karya BSD",Pasangan Bekerja dengan Anak,0.6,Rumah,200.0,375.0,4.0,3.0,2.0,Tangerang Selatan Kota,0,0,0,0,0
"JKTSC157, DIJUAL DAN DISEWAKAN, Rumah Villa Melati Mas, Serpong-Bsd",Pasangan Bekerja dengan Anak,0.4,Rumah,105.0,77.0,3.0,1.0,1.0,Tangerang Selatan Kota,0,1,0,0,0
"Rumah Depan lapangan, konsep Minimalis di Villa Rizki Ilhami",Pasangan Bekerja tanpa Anak,0.6,Rumah,90.0,60.0,2.0,1.0,1.0,Tangerang Kab.,1,1,1,0,1
"JKTC158, DIJUAL, Rumah Villa Melati Mas, Kawasan Serpong Bsd",Pasangan Bekerja tanpa Anak,0.6,Rumah,98.0,54.0,2.0,1.0,1.0,Tangerang Selatan Kota,0,0,0,0,0
Paramount Land - Fresco Cluster Trimezia Tipe L8,Pasangan Bekerja dengan Anak,0.6,Rumah,224.0,138.0,3.0,3.0,2.0,Tangerang Kota,0,0,0,0,0
Rumah Baru 2 lantai Vazza Living Graha Raya Bintaro Jaya,Pasangan Bekerja dengan Anak,0.6,Rumah,72.0,83.0,3.0,2.0,1.0,Tangerang Selatan Kota,1,1,1,1,0
Rumah Minimalis Free Renov 10 Mnt ke PintuTol Serpong Bisa KPR J-24091,Pasangan Bekerja tanpa Anak,0.6,Rumah,120.0,72.0,2.0,2.0,1.0,Tangerang Selatan Kota,1,0,1,0,1
Rumah mewah Di jalan Utama Vila Rizki Ilhami,Pasangan Bekerja dengan Anak,0.4,Rumah,180.0,200.0,5.0,3.0,2.0,Tangerang Kab.,1,1,1,0,1
Rumah posisi Hook Lokasi strategis dan keceh di Vila Rizki ilhami,Pasangan Bekerja dengan Anak,0.2,Rumah,160.0,150.0,4.0,4.0,2.0,Tangerang Kab.,1,1,1,0,1
"( Rei ) Apartement M Town Residence, Gading serpong area.",Individu Lajang,0.6,Apartemen,0.0,19.0,1.0,1.0,1.0,Tangerang Kota,0,0,0,0,0
"Rumah Full Furnished, siap pakai, harga murah di Vila Rizki Ilhami",Pasangan Bekerja tanpa Anak,0.4,Rumah,90.0,80.0,2.0,1.0,1.0,Tangerang Kab.,1,1,1,0,1
Harga Termurah  di Rainbow Spring  Condovillas Gading Serpong,Pasangan Bekerja dengan Anak,0.4,Apartemen,0.0,95.0,3.0,2.0,1.0,Tangerang Kota,0,1,0,0,0
"Rumah Cantik, lokasi strategis Cluster Serenade lake Gading Serpong",Pasangan Bekerja dengan Anak,0.2,Rumah,112.0,177.0,4.0,3.0,3.0,Tangerang Kota,0,0,0,0,0
Dijual Cluster Agnesi  Syhmponia,Pasangan Bekerja dengan Anak,0.6,Rumah,72.0,84.0,3.0,2.0,1.0,Tangerang Kota,0,0,0,0,0
Dijual Cepat Rumah Menaggio Semi Furnish Gading Serpong,Pasangan Bekerja dengan Anak,0.2,Rumah,102.0,180.0,4.0,3.0,2.0,Tangerang Kota,0,0,0,0,0
Rumah mezZanine termurah di Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,30.0,30.0,2.0,1.0,1.0,Tangerang Selatan Kota,1,1,1,1,1
Rumah Murah Bebas Banjir Harga Nego Bisa KPR di Griya Loka BSD,Pasangan Bekerja dengan Anak,0.6,Rumah,112.0,72.0,3.0,2.0,1.0,Tangerang Kota,1,1,1,1,0
Rumah Cluster Q Livin 10 menit ke tol Gading Serpong,Pasangan Bekerja tanpa Anak,0.8,Rumah,468.0,51.0,2.0,2.0,2.0,Tangerang Kota,1,1,1,1,1
"Dijual Apartemen U Residence Tower 2, Karawaci, Dekat UPH & Siloam",Pasangan Bekerja tanpa Anak,0.6,Apartemen,98.0,98.0,2.0,2.0,1.0,Tangerang Kab.,0,1,0,0,1
Rumah LB 90 Strategis 15 Mnt ke SMA Tarakanita Gading Serpong J-22198,Pasangan Bekerja tanpa Anak,0.6,Rumah,60.0,90.0,1.0,2.0,2.0,Tangerang Kota,1,0,1,0,0
DIJUAL RUMAH DASANA INDAH TANGERANG,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,60.0,2.0,1.0,2.0,Tangerang Kab.,0,0,0,0,0
Rumah SHM Full Furnish Dekat Mall Summarecon Serpong Siap Huni J-16140,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,50.0,2.0,1.0,1.0,Tangerang Kota,1,1,1,1,1
Rumah alam sutera cluster Onyx cantik,Pasangan Bekerja dengan Anak,0.6,Rumah,383.0,595.0,4.0,4.0,1.0,Tangerang Selatan Kota,0,0,0,0,0
Dijual Cepat Rumah Cluster De Rio De Latinos Siap Huni Bsd,Pasangan Bekerja dengan Anak,0.6,Rumah,269.0,265.0,4.0,4.0,1.0,Tangerang Kota,1,0,0,0,0
Rumah Gading Serpong PHG Cluster Aquamarine,Pasangan Bekerja dengan Anak,0.6,Rumah,283.0,354.0,5.0,4.0,1.0,Tangerang Kota,0,0,0,0,0
Dijual  Rumah SIAP HUNI 2 Lantai dalam Cluster Graha Raya Bintaro Jaya,Pasangan Bekerja dengan Anak,0.2,Rumah,135.0,190.0,4.0,3.0,2.0,Tangerang Selatan Kota,1,1,1,1,0
Dijual Rumah Lebar 6 3 Kamar Dekat mal SMS Gading Serpong,Pasangan Bekerja dengan Anak,0.6,Rumah,90.0,100.0,3.0,2.0,1.0,Tangerang Kota,1,0,0,1,0
Hot Sale Rumah Nuansa American Di Pusat Bsd BisaLangsung Pindah J18333,Pasangan Bekerja dengan Anak,0.2,Rumah,120.0,105.0,4.0,3.0,2.0,Tangerang Selatan Kota,1,1,0,0,0
DIJUAL! RUMAH MINIMALIS LOKASI STRATEGIS DI SEKTOR 6 GADING SERPON,Pasangan Bekerja dengan Anak,0.4,Rumah,117.0,130.0,3.0,4.0,2.0,Tangerang Kota,1,1,0,0,1
Rumah Favorite Type Semi Industrial di Graha Raya dekat Jl Boulevard,Pasangan Bekerja dengan Anak,0.4,Rumah,88.0,200.0,2.0,4.0,3.0,Tangerang Selatan Kota,1,0,0,0,0
Rumah Cluster Cendana deket 3 tol kawasan gading serpong,Pasangan Bekerja dengan Anak,0.4,Rumah,975.0,92.0,3.0,3.0,1.0,Tangerang Kota,1,1,1,1,1
Dijual Cepat Rumah Hook Bagus Siap Huni Cluster Verdi Gading Serpong,Pasangan Bekerja tanpa Anak,0.6,Rumah,118.0,87.0,2.0,2.0,1.0,Tangerang Kota,0,0,0,0,0
